entry_id,raw_url,normalized_url,final_url,source_files,discovery_count,context_hint,source_name,source_tier,source_type,candidate_id,candidate_confidence,candidate_match_method,title,published_at,validation_status,public_status,status_reason,http_status,reachable,discovery_method,processed_at
manual-3f137281,https://360radio.com.co/mauricio-lizcano-revela-detalles-de-sus-propuestas-para-elecciones-2026/188188,https://360radio.com.co/mauricio-lizcano-revela-detalles-de-sus-propuestas-para-elecciones-2026/188188,https://360radio.com.co/mauricio-lizcano-revela-detalles-de-sus-propuestas-para-elecciones-2026/188188,data/added_manually/chatgpt_pro.md,1,https://360radio.com.co/mauricio-lizcano-revela-detalles-de-sus-propuestas-para-elecciones-2026/188188/,360radio Com Co,established-media,article,mauricio-lizcano,0.99,alias_score,188188,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:36Z
manual-4895df7e,https://360radio.com.co/vea-aqui-las-propuestas-de-sergio-fajardo-para-presidente-2026/196076,https://360radio.com.co/vea-aqui-las-propuestas-de-sergio-fajardo-para-presidente-2026/196076,https://360radio.com.co/vea-aqui-las-propuestas-de-sergio-fajardo-para-presidente-2026/196076,data/added_manually/chatgpt_pro.md,1,https://360radio.com.co/vea-aqui-las-propuestas-de-sergio-fajardo-para-presidente-2026/196076/,360radio Com Co,established-media,article,sergio-fajardo,0.99,alias_score,196076,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:36Z
manual-5c545f28,https://cambiocolombia.com/elecciones-colombia-2026/articulo/2026/4/ivan-cepeda-programa-gobierno-propuestos-retos-implementacion,https://cambiocolombia.com/elecciones-colombia-2026/articulo/2026/4/ivan-cepeda-programa-gobierno-propuestos-retos-implementacion,https://cambiocolombia.com/elecciones-colombia-2026/articulo/2026/4/ivan-cepeda-programa-gobierno-propuestos-retos-implementacion,data/added_manually/chatgpt_pro.md,1,https://cambiocolombia.com/elecciones-colombia-2026/articulo/2026/4/ivan-cepeda-programa-gobierno-propuestos-retos-implementacion/,Cambiocolombia Com,established-media,topic-page,ivan-cepeda,0.99,alias_score,Ivan Cepeda Programa Gobierno Propuestos Retos Implementacion,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:36Z
manual-21c198da,https://canal1.com.co/noticias/politica/propuestas-de-paloma-valencia,https://canal1.com.co/noticias/politica/propuestas-de-paloma-valencia,https://canal1.com.co/noticias/politica/propuestas-de-paloma-valencia,data/added_manually/chatgpt_pro.md,1,https://canal1.com.co/noticias/politica/propuestas-de-paloma-valencia/,Canal1 Com Co,established-media,article,paloma-valencia,0.99,alias_score,Propuestas De Paloma Valencia,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:36Z
manual-21c82915,https://caracol.com.co/2026/03/25/asi-es-el-plan-de-abelardo-de-la-espriella-para-recuperar-el-control-territorial-en-90-dias,https://caracol.com.co/2026/03/25/asi-es-el-plan-de-abelardo-de-la-espriella-para-recuperar-el-control-territorial-en-90-dias,https://caracol.com.co/2026/03/25/asi-es-el-plan-de-abelardo-de-la-espriella-para-recuperar-el-control-territorial-en-90-dias,data/added_manually/chatgpt_pro.md,1,https://caracol.com.co/2026/03/25/asi-es-el-plan-de-abelardo-de-la-espriella-para-recuperar-el-control-territorial-en-90-dias/,Caracol Com Co,established-media,article,abelardo-de-la-espriella,0.99,alias_score,Asi Es El Plan De Abelardo De La Espriella Para Recuperar El Control Territorial en 90 Dias,2026-03-25T00:00:00Z,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:36Z
manual-60c06d05,https://www.centrodemocratico.com/congresistas/paloma-valencia-laserna_23873,https://centrodemocratico.com/congresistas/paloma-valencia-laserna_23873,https://centrodemocratico.com/congresistas/paloma-valencia-laserna_23873,data/added_manually/chatgpt_pro.md,1,https://www.centrodemocratico.com/congresistas/paloma-valencia-laserna_23873,Centrodemocratico Com,official,official-page,paloma-valencia,0.99,alias_score,Paloma Valencia Laserna 23873,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:37Z
manual-7eadffa0,https://www.centrodemocratico.com/precandidatos/miguel-uribe-londono_32498,https://centrodemocratico.com/precandidatos/miguel-uribe-londono_32498,https://centrodemocratico.com/precandidatos/miguel-uribe-londono_32498,data/added_manually/chatgpt_pro.md,1,https://www.centrodemocratico.com/precandidatos/miguel-uribe-londono_32498,Centrodemocratico Com,official,official-page,miguel-uribe,0.99,alias_score,Miguel Uribe Londono 32498,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:37Z
manual-193cb1d9,https://claudia-lopez.com,https://claudia-lopez.com/,https://claudia-lopez.com/,data/added_manually/chatgpt_pro.md,1,https://claudia-lopez.com/,Claudia Lopez Com,official,official-page,claudia-lopez,0.99,alias_score,Claudia Lopez.com,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:37Z
manual-057c4eb9,https://claudia-lopez.com/candidata-a-la-presencia,https://claudia-lopez.com/candidata-a-la-presencia,https://claudia-lopez.com/candidata-a-la-presencia,data/added_manually/chatgpt_pro.md,1,https://claudia-lopez.com/candidata-a-la-presencia/,Claudia Lopez Com,official,official-page,claudia-lopez,0.99,alias_score,Candidata a La Presencia,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:37Z
manual-5d60802f,https://claudia-lopez.com/candidata-a-la-presidencia,https://claudia-lopez.com/candidata-a-la-presidencia,https://claudia-lopez.com/candidata-a-la-presidencia,data/added_manually/chatgpt_pro.md,1,https://claudia-lopez.com/candidata-a-la-presidencia/,Claudia Lopez Com,official,official-page,claudia-lopez,0.99,alias_score,Candidata a La Presidencia,NA,unreachable,discarded_unreachable,http_0,0,FALSE,manual_added_file,2026-04-24T10:34:37Z
